"Sentence"	"Author"
"We never had any governess."	"austen"
"You will hardly blame me for refusing to comply with this entreaty, or for resisting every repetition to it."	"austen"
"I know very well, madam, said he, that when persons sit down to a card-table, they must take their chances of these things, and happily I am not in such circumstances as to make five shillings any object."	"austen"
"It is a pity that great ladies in general are not more like her."	"austen"
"Other schemes, too, came into her head."	"austen"
"You forced me into visiting him last year, and promised, if I went to see him, he should marry one of my daughters."	"austen"
"As a brother, a landlord, a master, she considered how many people's happiness were in his guardianship!how much of pleasure or pain was it in his power to bestow!how much of good or evil must be done by him!"	"austen"
"I found, said he, as the time drew near that I had better not meet Mr. Darcy; that to be in the same room, the same party with him for so many hours together, might be more than I could bear, and that scenes might arise unpleasant to more than myself."	"austen"
"I am always glad to get a young person well placed out."	"austen"
"The subject was pursued no farther, and the gentlemen soon afterwards went away."	"austen"
"His acquaintance with Elizabeth was very trifling."	"austen"
"Charles, when you build your house, I wish it may be half as delightful as Pemberley."	"austen"
"He did not repeat his persuasion of their not marryingand from that, I am inclined to hope, he might have been misunderstood before."	"austen"
"Mr. Bennet's emotions were much more tranquil on the occasion, and such as he did experience he pronounced to be of a most agreeable sort; for it gratified him, he said, to discover that Charlotte Lucas, whom he had been used to think tolerably sensible, was as foolish as his wife, and more foolish than his daughter!"	"austen"
"The gentlemen pronounced him to be a fine figure of a man, the ladies declared he was much handsomer than Mr. Bingley, and he was looked at with great admiration for about half the evening, till his manners gave a disgust which turned the tide of his popularity; for he was discovered to be proud; to be above his company, and above being pleased; and not all his large estate in Derbyshire could then save him from having a most forbidding, disagreeable countenance, and being unworthy to be compared with his friend."	"austen"
"I knew he would manage everything!"	"austen"
"I am only resolved to act in that manner, which will, in my own opinion, constitute my happiness, without reference to you, or to any person so wholly unconnected with me."	"austen"
"Elizabeth found that nothing was beneath this great lady's attention, which could furnish her with an occasion of dictating to others."	"austen"
"At length, however, his civility was so far awakened as to inquire of Elizabeth after the health of her family."	"austen"
"Of having another daughter married to Mr. Collins, she thought with equal certainty, and with considerable, though not equal, pleasure."	"austen"
"But, my dear, you must indeed go and see Mr. Bingley when he comes into the neighbourhood."	"austen"
"It would surely be much more rational if conversation instead of dancing were made the order of the day."	"austen"
"It is an advantage to have it so far from this part of the kingdom."	"austen"
"Perhaps there was some truth in this; though I doubt whether his reserve, or anybody's reserve, can be answerable for the event."	"austen"
"Wholly inattentive to her sister's feelings, Lydia flew about the house in restless ecstasy, calling for everyone's congratulations, and laughing and talking with more violence than ever; whilst the luckless Kitty continued in the parlour repined at her fate in terms as unreasonable as her accent was peevish."	"austen"
"I like her appearance, said Elizabeth, struck with other ideas."	"austen"
"Not yet, replied Jane."	"austen"
"My avowed one, or what I avowed to myself, was to see whether your sister were still partial to Bingley, and if she were, to make the confession to him which I have since made."	"austen"
"It was Lady Catherine de Bourgh."	"austen"
"I was told that not only your sister was on the point of being most advantageously married, but that you, that Miss Elizabeth Bennet, would, in all likelihood, be soon afterwards united to my nephew, my own nephew, Mr. Darcy."	"austen"
